,id,weight,sex,education,region,age,income,job_prestige,mother_job_prestige,father_job_prestige,socioeconomic_index,satjob,relationship,male_breadwinner,men_bettersuited,child_suffer,men_overwork
1992,1993,0.9429971097,male,12.0,pacific,21.0,,37.0,,38.0,18.6,mod. satisfied,agree,,,disagree,disagree
1993,1994,0.9429971097,female,9.0,pacific,43.0,26287.5,27.0,,46.0,14.0,mod. satisfied,strongly agree,agree,disagree,strongly agree,strongly disagree
1994,1995,0.47149855479999997,male,8.0,pacific,51.0,7886.25,27.0,,,14.0,,agree,agree,disagree,disagree,disagree
1995,1996,0.9429971097,female,14.0,pacific,67.0,70100.0,47.0,47.0,55.0,38.8,,agree,disagree,disagree,strongly disagree,agree
1996,1997,1.4144956640000002,male,14.0,pacific,71.0,38555.0,45.0,28.0,25.0,31.2,,disagree,strongly disagree,disagree,agree,agree
1997,1998,0.47149855479999997,female,16.0,pacific,85.0,38555.0,61.0,,50.0,71.7,,,,,,
1998,1999,0.47149855479999997,female,19.0,pacific,72.0,26287.5,62.0,31.0,47.0,71.4,very satisfied,agree,disagree,disagree,disagree,agree
1999,2000,0.9429971097,female,12.0,pacific,51.0,19277.5,35.0,47.0,47.0,31.6,,disagree,strongly disagree,disagree,strongly disagree,strongly agree
2000,2001,0.47149855479999997,male,11.0,pacific,81.0,9638.75,,27.0,42.0,,,disagree,agree,,agree,disagree
2001,2002,0.47149855479999997,female,15.0,pacific,60.0,31545.0,51.0,,73.0,63.7,very satisfied,agree,strongly disagree,disagree,disagree,agree
2002,2003,0.9429971097,female,17.0,pacific,56.0,158201.8412,46.0,33.0,46.0,52.0,very satisfied,agree,disagree,disagree,disagree,disagree
2003,2004,1.4144956640000002,female,17.0,pacific,55.0,84120.0,61.0,51.0,,80.9,very satisfied,strongly agree,disagree,disagree,agree,disagree
2004,2005,0.9429971097,male,15.0,pacific,49.0,38555.0,51.0,47.0,25.0,78.3,,disagree,disagree,disagree,agree,disagree
2005,2006,0.9429971097,female,15.0,pacific,64.0,38555.0,64.0,,39.0,84.2,very satisfied,strongly agree,disagree,,disagree,agree
2006,2007,2.3574927740000002,female,20.0,pacific,29.0,7886.25,21.0,39.0,53.0,13.6,mod. satisfied,,,,,
2007,2008,0.47149855479999997,female,16.0,pacific,46.0,47317.5,69.0,,62.0,91.1,mod. satisfied,agree,strongly disagree,disagree,disagree,agree
2008,2009,0.9429971097,female,12.0,pacific,19.0,3855.5,,,50.0,,,,,,,
2009,2010,1.885994219,female,12.0,pacific,19.0,6309.0,,23.0,,,,agree,strongly disagree,disagree,disagree,disagree
2010,2011,1.4144956640000002,male,12.0,pacific,19.0,350.5,,39.0,49.0,,,agree,disagree,disagree,disagree,neither agree nor disagree
2011,2012,2.35896796,female,16.0,pacific,41.0,84120.0,62.0,33.0,46.0,89.1,mod. satisfied,agree,disagree,disagree,disagree,agree
2012,2013,0.9429971097,male,16.0,pacific,25.0,13143.75,50.0,43.0,35.0,32.6,very satisfied,,,,,
2013,2014,0.9429971097,male,15.0,pacific,73.0,,38.0,,31.0,52.1,,strongly disagree,agree,agree,strongly agree,neither agree nor disagree
2014,2015,0.9429971097,male,13.0,pacific,74.0,31545.0,60.0,,35.0,53.1,,agree,disagree,disagree,agree,disagree
2015,2016,0.47149855479999997,female,12.0,pacific,53.0,14896.25,64.0,,44.0,84.2,mod. satisfied,disagree,strongly agree,agree,agree,disagree
2016,2017,1.4144956640000002,female,12.0,pacific,49.0,57832.5,39.0,35.0,42.0,20.8,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
2017,2018,0.9429971097,male,15.0,pacific,69.0,47317.5,44.0,45.0,53.0,28.7,,,,,,
2018,2019,0.9429971097,male,18.0,pacific,55.0,158201.8412,65.0,36.0,50.0,79.4,very satisfied,agree,agree,disagree,agree,neither agree nor disagree
2019,2020,0.9429971097,male,15.0,pacific,51.0,84120.0,45.0,61.0,60.0,59.8,very satisfied,agree,disagree,disagree,disagree,agree
2020,2021,0.47149855479999997,male,14.0,pacific,68.0,22782.5,50.0,45.0,,57.4,,agree,agree,disagree,,agree
2021,2022,0.9429971097,female,15.0,pacific,66.0,57832.5,46.0,,46.0,52.0,,disagree,agree,disagree,agree,disagree
2022,2023,1.4144956640000002,male,18.0,pacific,63.0,31545.0,59.0,55.0,35.0,69.3,,agree,agree,disagree,strongly agree,strongly agree
2023,2024,0.9429971097,male,17.0,pacific,57.0,70100.0,33.0,47.0,62.0,46.2,very satisfied,disagree,agree,disagree,agree,agree
2024,2025,0.9429971097,male,20.0,pacific,44.0,158201.8412,66.0,31.0,59.0,75.2,very satisfied,,,,,
2025,2026,0.9429971097,female,16.0,pacific,26.0,47317.5,64.0,,35.0,82.5,,strongly agree,strongly disagree,disagree,disagree,disagree
2026,2027,0.47149855479999997,male,20.0,pacific,44.0,31545.0,73.0,,65.0,85.8,very satisfied,,,,,
2027,2028,0.47149855479999997,female,19.0,pacific,58.0,112160.0,72.0,38.0,42.0,92.2,very satisfied,agree,disagree,disagree,disagree,disagree
2028,2029,1.4144956640000002,female,14.0,pacific,41.0,14896.25,33.0,42.0,35.0,13.6,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
2029,2030,2.35896796,male,19.0,pacific,24.0,6309.0,31.0,31.0,39.0,39.7,,,,,,
2030,2031,0.9429971097,female,15.0,pacific,28.0,57832.5,46.0,47.0,40.0,61.4,very satisfied,agree,disagree,disagree,disagree,disagree
2031,2032,1.17948398,female,16.0,pacific,36.0,31545.0,47.0,47.0,,65.3,mod. satisfied,agree,disagree,disagree,disagree,agree
2032,2033,0.9429971097,male,14.0,pacific,34.0,38555.0,51.0,38.0,49.0,78.3,very satisfied,,,,,
2033,2034,0.9429971097,female,14.0,pacific,25.0,22782.5,52.0,32.0,45.0,77.3,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
2034,2035,0.9429971097,female,14.0,pacific,62.0,70100.0,44.0,32.0,43.0,56.8,mod. satisfied,,,,,
2035,2036,0.47149855479999997,female,12.0,pacific,33.0,22782.5,32.0,64.0,80.0,35.8,mod. satisfied,agree,strongly disagree,disagree,disagree,agree
2036,2037,0.47149855479999997,male,14.0,pacific,37.0,19277.5,60.0,64.0,,87.9,a little dissat,agree,disagree,disagree,disagree,agree
2037,2038,0.47149855479999997,male,9.0,pacific,36.0,22782.5,49.0,33.0,35.0,46.0,very satisfied,,,,,
2038,2039,0.47149855479999997,male,10.0,pacific,41.0,14896.25,35.0,42.0,35.0,19.2,very dissatisfied,agree,strongly disagree,disagree,disagree,agree
2039,2040,1.4144956640000002,female,12.0,pacific,61.0,158201.8412,53.0,25.0,37.0,68.6,very satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
2040,2041,0.9429971097,male,19.0,pacific,71.0,158201.8412,73.0,59.0,30.0,84.0,very satisfied,disagree,agree,disagree,agree,agree
2041,2042,0.9429971097,male,20.0,pacific,53.0,158201.8412,61.0,38.0,50.0,80.9,a little dissat,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
2042,2043,0.47149855479999997,male,12.0,pacific,44.0,22782.5,37.0,25.0,,18.6,mod. satisfied,agree,disagree,disagree,disagree,disagree
2043,2044,0.47149855479999997,male,14.0,pacific,50.0,38555.0,45.0,,,39.2,mod. satisfied,,,,,
2044,2045,0.9429971097,male,11.0,pacific,75.0,11391.25,35.0,47.0,45.0,31.6,,agree,,disagree,disagree,disagree
2045,2046,0.47149855479999997,female,16.0,pacific,69.0,38555.0,53.0,,40.0,30.0,,,,,,
2046,2047,1.4144956640000002,female,18.0,pacific,63.0,84120.0,,25.0,44.0,,mod. satisfied,agree,strongly disagree,disagree,disagree,neither agree nor disagree
2047,2048,0.47149855479999997,female,12.0,pacific,80.0,9638.75,49.0,,38.0,56.9,very satisfied,agree,disagree,disagree,disagree,agree
2048,2049,0.9429971097,male,12.0,pacific,66.0,47317.5,26.0,28.0,42.0,28.5,mod. satisfied,disagree,disagree,,disagree,disagree
2049,2050,1.4144956640000002,male,12.0,pacific,35.0,31545.0,41.0,,44.0,27.2,very satisfied,agree,disagree,disagree,disagree,strongly agree
2050,2051,0.9429971097,male,12.0,pacific,44.0,31545.0,42.0,47.0,50.0,59.9,very satisfied,,,,,
2051,2052,0.47149855479999997,female,12.0,pacific,81.0,9638.75,25.0,33.0,44.0,12.6,,agree,agree,disagree,agree,agree
2052,2053,0.9429971097,male,14.0,pacific,76.0,47317.5,58.0,32.0,75.0,73.5,,,,,,
2053,2054,0.9429971097,female,12.0,pacific,34.0,70100.0,25.0,36.0,45.0,23.8,mod. satisfied,,,,,
2054,2055,0.9429971097,male,8.0,pacific,18.0,19277.5,33.0,31.0,,13.6,a little dissat,agree,agree,,disagree,neither agree nor disagree
2055,2056,0.47149855479999997,male,12.0,pacific,36.0,19277.5,33.0,47.0,75.0,13.6,mod. satisfied,,,,,
2056,2057,0.47149855479999997,female,14.0,pacific,70.0,11391.25,48.0,,24.0,64.5,,strongly agree,disagree,disagree,disagree,disagree
2057,2058,0.9429971097,female,11.0,pacific,41.0,31545.0,31.0,60.0,31.0,37.6,mod. satisfied,,,,,
2058,2059,2.35896796,female,12.0,pacific,34.0,,50.0,48.0,45.0,68.6,mod. satisfied,agree,strongly disagree,disagree,disagree,neither agree nor disagree
2059,2060,0.9429971097,male,12.0,pacific,57.0,31545.0,25.0,,48.0,23.3,mod. satisfied,strongly disagree,disagree,agree,agree,agree
2060,2061,0.9429971097,female,14.0,pacific,30.0,14896.25,24.0,35.0,35.0,14.6,mod. satisfied,,,,,
2061,2062,1.4144956640000002,female,14.0,pacific,56.0,26287.5,32.0,,33.0,35.8,a little dissat,disagree,strongly disagree,disagree,agree,agree
2062,2063,0.47149855479999997,female,12.0,pacific,53.0,38555.0,31.0,64.0,59.0,39.7,mod. satisfied,agree,agree,disagree,agree,strongly agree
2063,2064,2.35896796,female,18.0,pacific,54.0,38555.0,38.0,,28.0,59.1,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
2064,2065,0.47149855479999997,female,14.0,mountain,70.0,47317.5,60.0,,43.0,76.3,,agree,disagree,disagree,strongly disagree,
2065,2066,2.35896796,male,12.0,mountain,37.0,2453.5,49.0,31.0,49.0,46.0,very satisfied,,,,,
2066,2067,0.9429971097,male,9.0,mountain,59.0,3154.5,37.0,50.0,32.0,18.6,,agree,agree,disagree,disagree,agree
2067,2068,0.47149855479999997,female,10.0,mountain,51.0,14896.25,37.0,,33.0,33.2,mod. satisfied,agree,agree,disagree,agree,disagree
2068,2069,0.47149855479999997,female,14.0,mountain,52.0,38555.0,69.0,35.0,48.0,46.6,very satisfied,,,,,
2069,2070,0.9429971097,female,15.0,mountain,53.0,9638.75,27.0,24.0,62.0,23.3,very dissatisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
2070,2071,0.9429971097,female,11.0,mountain,60.0,13143.75,38.0,31.0,62.0,27.0,,,,,,
2071,2072,0.9429971097,female,11.0,mountain,18.0,,65.0,31.0,62.0,59.4,,disagree,strongly disagree,disagree,,disagree
2072,2073,0.9429971097,female,9.0,mountain,33.0,14896.25,21.0,,80.0,14.0,very satisfied,disagree,agree,disagree,agree,neither agree nor disagree
2073,2074,0.9429971097,male,12.0,mountain,22.0,14896.25,25.0,28.0,,23.3,mod. satisfied,disagree,disagree,agree,agree,agree
2074,2075,0.9429971097,female,12.0,mountain,53.0,16648.75,32.0,28.0,,38.2,very satisfied,disagree,disagree,disagree,disagree,neither agree nor disagree
2075,2076,0.47149855479999997,female,12.0,mountain,66.0,22782.5,31.0,28.0,45.0,39.7,,,,,,
2076,2077,0.47149855479999997,male,18.0,mountain,28.0,38555.0,54.0,49.0,45.0,62.9,mod. satisfied,disagree,disagree,disagree,,agree
2077,2078,1.4144956640000002,female,12.0,mountain,27.0,57832.5,25.0,28.0,50.0,12.6,mod. satisfied,disagree,disagree,,disagree,agree
2078,2079,0.47149855479999997,male,12.0,mountain,89.0,,27.0,,,14.0,,,,,,
2079,2080,0.9429971097,male,12.0,mountain,26.0,19277.5,25.0,36.0,,23.3,very satisfied,agree,disagree,disagree,strongly disagree,agree
2080,2081,0.9429971097,female,14.0,mountain,28.0,7886.25,35.0,35.0,60.0,21.8,a little dissat,agree,disagree,disagree,disagree,disagree
2081,2082,0.9429971097,female,14.0,mountain,66.0,38555.0,,47.0,46.0,,very dissatisfied,strongly disagree,agree,disagree,strongly agree,agree
2082,2083,2.35896796,male,14.0,mountain,59.0,38555.0,34.0,,33.0,34.7,a little dissat,strongly agree,agree,disagree,,agree
2083,2084,0.9429971097,male,16.0,mountain,80.0,70100.0,65.0,60.0,45.0,79.4,,disagree,agree,agree,agree,agree
2084,2085,0.9429971097,female,12.0,mountain,75.0,,31.0,35.0,39.0,39.7,very satisfied,strongly agree,disagree,disagree,disagree,agree
2085,2086,0.9429971097,female,12.0,w. sou. central,73.0,19277.5,28.0,35.0,72.0,21.6,,agree,disagree,disagree,disagree,agree
2086,2087,0.9429971097,male,12.0,w. sou. central,64.0,38555.0,41.0,,35.0,27.2,very satisfied,agree,disagree,disagree,agree,agree
2087,2088,0.9429971097,male,14.0,w. sou. central,36.0,47317.5,45.0,64.0,35.0,36.4,very satisfied,,,,,
2088,2089,0.9429971097,male,8.0,w. sou. central,65.0,13143.75,49.0,,36.0,45.4,,agree,strongly agree,disagree,,agree
2089,2090,0.47149855479999997,male,12.0,w. sou. central,82.0,22782.5,56.0,,46.0,53.6,,disagree,agree,disagree,agree,agree
2090,2091,0.9429971097,female,13.0,w. sou. central,29.0,9638.75,31.0,48.0,30.0,39.7,mod. satisfied,,,,,
2091,2092,0.9429971097,male,16.0,w. sou. central,37.0,70100.0,63.0,33.0,54.0,81.0,mod. satisfied,agree,strongly disagree,disagree,disagree,agree
2092,2093,0.9429971097,male,17.0,w. sou. central,39.0,98140.0,52.0,64.0,38.0,36.4,mod. satisfied,agree,disagree,disagree,disagree,disagree
2093,2094,0.9429971097,female,14.0,w. sou. central,40.0,98140.0,53.0,42.0,31.0,73.9,very satisfied,,,,,
2094,2095,0.9429971097,female,16.0,w. sou. central,39.0,98140.0,36.0,47.0,46.0,24.6,very satisfied,strongly agree,agree,disagree,strongly disagree,agree
2095,2096,0.9429971097,female,12.0,w. sou. central,63.0,70100.0,25.0,33.0,44.0,12.6,,,,,,
2096,2097,0.9429971097,female,12.0,w. sou. central,39.0,11391.25,21.0,31.0,31.0,13.6,a little dissat,agree,disagree,agree,agree,agree
2097,2098,1.4144956640000002,female,14.0,w. sou. central,33.0,158201.8412,39.0,31.0,49.0,20.8,very satisfied,,,,,
2098,2099,0.47149855479999997,female,13.0,w. sou. central,57.0,22782.5,60.0,,42.0,65.3,very satisfied,agree,disagree,disagree,disagree,strongly agree
2099,2100,0.9429971097,female,16.0,w. sou. central,44.0,158201.8412,64.0,,61.0,84.2,very satisfied,,,,,
2100,2101,0.9429971097,female,17.0,w. sou. central,43.0,,64.0,61.0,,84.2,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree
2101,2102,0.9429971097,male,15.0,w. sou. central,48.0,98140.0,60.0,,66.0,76.3,very satisfied,,,,,
2102,2103,0.9429971097,male,12.0,w. sou. central,27.0,47317.5,35.0,38.0,75.0,34.1,very satisfied,,,,,
2103,2104,0.47149855479999997,female,12.0,w. sou. central,59.0,31545.0,47.0,35.0,32.0,38.8,,,,,,
2104,2105,0.9429971097,male,13.0,w. sou. central,46.0,84120.0,56.0,47.0,49.0,53.6,very satisfied,strongly agree,disagree,disagree,disagree,agree
2105,2106,0.9429971097,male,14.0,w. sou. central,51.0,38555.0,48.0,36.0,60.0,39.1,mod. satisfied,agree,,agree,disagree,neither agree nor disagree
2106,2107,2.35896796,male,16.0,w. sou. central,63.0,47317.5,75.0,,35.0,89.3,mod. satisfied,,,,,
2107,2108,1.885994219,female,12.0,w. sou. central,76.0,112160.0,48.0,22.0,30.0,24.2,,disagree,agree,agree,agree,agree
2108,2109,0.9429971097,female,16.0,w. sou. central,56.0,158201.8412,39.0,64.0,68.0,67.7,very satisfied,,,,,
2109,2110,2.35896796,male,13.0,w. sou. central,39.0,38555.0,32.0,25.0,49.0,31.9,very satisfied,agree,agree,disagree,agree,disagree
2110,2111,0.47149855479999997,female,14.0,w. sou. central,34.0,9638.75,48.0,31.0,30.0,26.1,very satisfied,,,,,
2111,2112,1.885994219,female,12.0,w. sou. central,36.0,9638.75,33.0,33.0,24.0,13.6,very satisfied,agree,disagree,disagree,strongly agree,agree
2112,2113,0.47149855479999997,female,12.0,w. sou. central,51.0,9638.75,28.0,25.0,,21.6,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
2113,2114,0.47149855479999997,male,20.0,w. sou. central,62.0,16648.75,35.0,38.0,45.0,32.0,,,,,,
2114,2115,0.47149855479999997,female,14.0,w. sou. central,75.0,38555.0,48.0,,45.0,26.1,very satisfied,agree,strongly agree,agree,disagree,disagree
2115,2116,0.9429971097,male,12.0,w. sou. central,68.0,9638.75,35.0,43.0,26.0,32.0,,disagree,strongly agree,agree,agree,agree
2116,2117,1.17948398,female,10.0,w. sou. central,79.0,9638.75,31.0,31.0,45.0,39.7,,disagree,agree,agree,agree,disagree
2117,2118,0.9429971097,female,14.0,w. sou. central,66.0,,53.0,32.0,49.0,69.3,,strongly agree,agree,agree,disagree,agree
2118,2119,1.4144956640000002,female,10.0,w. sou. central,20.0,7886.25,,48.0,,,very satisfied,,,,,
2119,2120,0.9429971097,female,12.0,w. sou. central,74.0,57832.5,46.0,33.0,46.0,52.0,,disagree,agree,agree,disagree,agree
2120,2121,1.4144956640000002,female,14.0,w. sou. central,48.0,31545.0,64.0,48.0,31.0,84.2,mod. satisfied,strongly agree,strongly disagree,disagree,,neither agree nor disagree
2121,2122,0.9429971097,female,13.0,w. sou. central,52.0,16648.75,53.0,45.0,53.0,69.3,very satisfied,,,,,
2122,2123,0.47149855479999997,male,14.0,w. sou. central,87.0,26287.5,49.0,47.0,,46.0,,,,,,
2123,2124,0.9429971097,male,14.0,w. sou. central,39.0,19277.5,24.0,64.0,38.0,20.7,very satisfied,,,,,
2124,2125,0.9429971097,female,14.0,w. sou. central,35.0,38555.0,38.0,48.0,46.0,43.0,,strongly agree,disagree,agree,disagree,agree
2125,2126,0.9429971097,female,14.0,w. sou. central,30.0,16648.75,31.0,42.0,,19.6,mod. satisfied,,,,,
2126,2127,1.4144956640000002,female,13.0,w. sou. central,20.0,38555.0,35.0,47.0,49.0,21.8,,,,,,
2127,2128,0.9429971097,female,12.0,w. sou. central,49.0,38555.0,49.0,63.0,49.0,66.1,very satisfied,strongly agree,disagree,disagree,agree,strongly agree
2128,2129,1.885994219,female,17.0,w. sou. central,36.0,19277.5,31.0,,44.0,21.1,a little dissat,,,,,
2129,2130,0.9429971097,male,7.0,w. sou. central,40.0,31545.0,28.0,27.0,60.0,25.2,very satisfied,disagree,agree,disagree,agree,agree
2130,2131,0.9429971097,male,12.0,w. sou. central,62.0,98140.0,49.0,45.0,35.0,53.2,,agree,disagree,disagree,disagree,disagree
2131,2132,0.47149855479999997,female,12.0,w. sou. central,22.0,14896.25,25.0,33.0,,12.6,mod. satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
2132,2133,0.9429971097,female,20.0,w. sou. central,38.0,70100.0,61.0,64.0,,80.9,very satisfied,strongly agree,strongly disagree,agree,strongly disagree,strongly disagree
2133,2134,0.9429971097,male,16.0,w. sou. central,59.0,47317.5,66.0,31.0,66.0,62.6,very satisfied,,,,,
2134,2135,0.9429971097,female,15.0,w. sou. central,25.0,31545.0,55.0,35.0,,58.6,mod. satisfied,disagree,strongly disagree,disagree,disagree,agree
2135,2136,0.47149855479999997,female,12.0,w. sou. central,55.0,11391.25,39.0,,49.0,41.0,mod. satisfied,disagree,disagree,disagree,disagree,agree
2136,2137,0.9429971097,female,12.0,w. sou. central,37.0,70100.0,55.0,,49.0,37.2,mod. satisfied,,,,,
2137,2138,0.9429971097,female,16.0,w. sou. central,72.0,57832.5,74.0,,35.0,84.5,very satisfied,agree,disagree,agree,strongly disagree,agree
2138,2139,0.9429971097,female,9.0,w. sou. central,58.0,,25.0,25.0,46.0,23.8,very satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
2139,2140,0.9429971097,female,12.0,w. sou. central,65.0,14896.25,55.0,50.0,28.0,37.2,very satisfied,agree,disagree,disagree,disagree,agree
2140,2141,0.9429971097,female,12.0,w. sou. central,46.0,31545.0,38.0,,35.0,43.0,very satisfied,,,,,
2141,2142,0.9429971097,female,12.0,w. sou. central,50.0,47317.5,48.0,28.0,45.0,24.2,very satisfied,agree,disagree,disagree,disagree,disagree
2142,2143,0.9429971097,male,12.0,w. sou. central,85.0,31545.0,50.0,33.0,35.0,68.0,,,,,,
2143,2144,0.9429971097,male,16.0,w. sou. central,73.0,6309.0,64.0,64.0,48.0,82.5,,strongly agree,disagree,disagree,disagree,agree
2144,2145,0.9429971097,male,12.0,w. sou. central,89.0,98140.0,59.0,,35.0,65.1,very satisfied,,,,,
2145,2146,0.47149855479999997,male,14.0,w. sou. central,69.0,16648.75,37.0,,35.0,33.2,,,,,,
2146,2147,0.9429971097,male,12.0,w. sou. central,71.0,,43.0,35.0,27.0,36.2,,agree,agree,,agree,agree
2147,2148,0.9429971097,female,12.0,w. sou. central,66.0,47317.5,25.0,,46.0,23.3,very satisfied,disagree,agree,agree,agree,agree
2148,2149,1.885994219,male,11.0,w. sou. central,19.0,84120.0,,31.0,46.0,,,agree,agree,,disagree,neither agree nor disagree
2149,2150,0.9429971097,male,6.0,w. sou. central,56.0,,49.0,,27.0,51.8,,disagree,,disagree,disagree,agree
2150,2151,0.47149855479999997,male,8.0,w. sou. central,46.0,22782.5,35.0,28.0,48.0,32.0,mod. satisfied,disagree,disagree,disagree,disagree,agree
2151,2152,0.47149855479999997,female,14.0,w. sou. central,49.0,38555.0,55.0,37.0,42.0,37.2,,disagree,strongly agree,agree,agree,agree
2152,2153,0.47149855479999997,female,14.0,w. nor. central,34.0,19277.5,21.0,64.0,,13.6,very satisfied,,,,,
2153,2154,0.9429971097,female,14.0,w. nor. central,31.0,57832.5,24.0,28.0,32.0,20.7,mod. satisfied,agree,strongly disagree,disagree,disagree,agree
