,id,weight,sex,education,region,age,income,job_prestige,mother_job_prestige,father_job_prestige,socioeconomic_index,satjob,relationship,male_breadwinner,men_bettersuited,child_suffer,men_overwork
1103,1104,0.9429971097,male,12.0,e. nor. central,19.0,14896.25,25.0,45.0,,23.3,mod. satisfied,agree,disagree,disagree,disagree,agree
1104,1105,0.47149855479999997,male,11.0,e. nor. central,55.0,31545.0,43.0,48.0,35.0,61.2,a little dissat,,,,,
1105,1106,0.9429971097,female,12.0,e. nor. central,75.0,38555.0,48.0,,46.0,24.2,mod. satisfied,agree,disagree,disagree,disagree,disagree
1106,1107,0.9429971097,male,13.0,e. nor. central,50.0,98140.0,59.0,35.0,38.0,64.9,very satisfied,agree,disagree,agree,strongly disagree,agree
1107,1108,0.9429971097,male,17.0,e. nor. central,70.0,47317.5,39.0,,38.0,38.1,mod. satisfied,,,,,
1108,1109,0.47149855479999997,male,18.0,e. nor. central,65.0,22782.5,35.0,24.0,62.0,25.0,,disagree,disagree,,agree,agree
1109,1110,0.9429971097,female,16.0,e. nor. central,28.0,14896.25,62.0,,31.0,71.4,very satisfied,,,,,
1110,1111,4.717935918999999,female,12.0,e. nor. central,57.0,70100.0,74.0,47.0,46.0,84.5,a little dissat,disagree,strongly disagree,disagree,agree,agree
1111,1112,0.9429971097,male,18.0,e. nor. central,48.0,26287.5,48.0,38.0,38.0,70.5,very satisfied,agree,strongly disagree,disagree,agree,agree
1112,1113,1.4144956640000002,female,12.0,e. nor. central,18.0,,25.0,48.0,31.0,12.6,very satisfied,,,,,
1113,1114,0.9429971097,male,15.0,e. nor. central,27.0,31545.0,37.0,31.0,80.0,18.6,mod. satisfied,strongly agree,disagree,agree,agree,agree
1114,1115,0.9429971097,male,12.0,e. nor. central,41.0,19277.5,35.0,47.0,29.0,32.0,mod. satisfied,agree,disagree,disagree,disagree,disagree
1115,1116,0.47149855479999997,female,18.0,e. nor. central,69.0,158201.8412,61.0,31.0,50.0,80.9,,strongly disagree,strongly agree,disagree,strongly agree,agree
1116,1117,0.9429971097,female,15.0,e. nor. central,32.0,19277.5,36.0,35.0,,24.6,mod. satisfied,strongly disagree,strongly disagree,disagree,strongly agree,strongly agree
1117,1118,1.4144956640000002,female,12.0,e. nor. central,21.0,350.5,,,45.0,,very satisfied,disagree,agree,disagree,disagree,agree
1118,1119,0.47149855479999997,female,12.0,e. nor. central,30.0,19277.5,39.0,64.0,50.0,38.1,mod. satisfied,agree,strongly disagree,disagree,strongly disagree,strongly disagree
1119,1120,0.47149855479999997,female,12.0,e. nor. central,66.0,7886.25,47.0,31.0,28.0,38.8,,,,,,
1120,1121,0.47149855479999997,female,15.0,e. nor. central,59.0,26287.5,46.0,61.0,38.0,60.2,very satisfied,agree,agree,,agree,disagree
1121,1122,0.9429971097,female,12.0,e. nor. central,22.0,22782.5,43.0,25.0,,61.2,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree
1122,1123,0.47149855479999997,male,16.0,e. nor. central,31.0,22782.5,56.0,39.0,,54.6,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1123,1124,0.9429971097,female,16.0,e. nor. central,50.0,22782.5,46.0,52.0,,61.4,a little dissat,strongly agree,agree,disagree,disagree,agree
1124,1125,0.9429971097,male,15.0,e. nor. central,21.0,13143.75,35.0,51.0,65.0,42.9,very satisfied,agree,strongly disagree,agree,disagree,disagree
1125,1126,0.9429971097,male,16.0,e. nor. central,29.0,38555.0,61.0,60.0,,71.7,mod. satisfied,,,,,
1126,1127,0.9429971097,female,15.0,e. nor. central,21.0,3154.5,,,43.0,,very satisfied,agree,strongly disagree,agree,disagree,agree
1127,1128,1.4144956640000002,female,15.0,e. nor. central,21.0,47317.5,31.0,31.0,48.0,19.6,,,,,,
1128,1129,0.9429971097,male,17.0,e. nor. central,25.0,16648.75,48.0,48.0,62.0,26.1,mod. satisfied,agree,strongly disagree,disagree,agree,agree
1129,1130,0.47149855479999997,male,16.0,e. nor. central,22.0,57832.5,30.0,,43.0,29.6,,agree,disagree,disagree,disagree,agree
1130,1131,0.47149855479999997,male,13.0,e. nor. central,23.0,,24.0,47.0,63.0,20.7,mod. satisfied,,,,,
1131,1132,1.885994219,male,14.0,e. nor. central,21.0,158201.8412,,58.0,63.0,,,strongly agree,strongly disagree,disagree,disagree,disagree
1132,1133,0.9429971097,male,15.0,e. nor. central,21.0,9638.75,38.0,,63.0,25.7,very satisfied,,,,,
1133,1134,1.4144956640000002,male,16.0,e. nor. central,55.0,158201.8412,53.0,31.0,46.0,69.3,a little dissat,agree,strongly disagree,disagree,strongly disagree,agree
1134,1135,1.885994219,male,20.0,e. nor. central,63.0,57832.5,69.0,47.0,25.0,91.1,very satisfied,,,,,
1135,1136,0.47149855479999997,female,12.0,e. nor. central,86.0,38555.0,47.0,46.0,46.0,38.8,,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1136,1137,0.9429971097,male,8.0,e. nor. central,40.0,84120.0,35.0,31.0,38.0,32.0,very satisfied,,,,,
1137,1138,0.9429971097,male,12.0,e. nor. central,42.0,31545.0,28.0,27.0,,23.2,very satisfied,disagree,disagree,disagree,strongly agree,agree
1138,1139,0.9429971097,female,12.0,e. nor. central,64.0,16648.75,39.0,34.0,42.0,38.1,,,,,,
1139,1140,0.47149855479999997,female,20.0,mountain,72.0,158201.8412,74.0,64.0,80.0,84.5,,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1140,1141,0.9429971097,male,16.0,mountain,84.0,19277.5,53.0,31.0,38.0,73.9,,agree,agree,disagree,agree,agree
1141,1142,0.47149855479999997,female,14.0,mountain,30.0,26287.5,38.0,35.0,58.0,43.0,mod. satisfied,agree,disagree,disagree,disagree,disagree
1142,1143,1.17948398,male,12.0,mountain,33.0,14896.25,45.0,61.0,,38.3,a little dissat,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1143,1144,0.47149855479999997,male,14.0,mountain,76.0,26287.5,43.0,,45.0,61.2,,,,,,
1144,1145,0.47149855479999997,male,19.0,mountain,28.0,47317.5,65.0,,42.0,85.2,mod. satisfied,agree,disagree,agree,disagree,disagree
1145,1146,0.47149855479999997,female,16.0,mountain,23.0,19277.5,31.0,24.0,74.0,19.6,,,,,,
1146,1147,0.9429971097,female,12.0,mountain,30.0,38555.0,28.0,24.0,,21.6,mod. satisfied,agree,disagree,disagree,disagree,disagree
1147,1148,1.4144956640000002,female,12.0,mountain,29.0,14896.25,48.0,21.0,37.0,28.6,very satisfied,agree,agree,disagree,disagree,agree
1148,1149,1.4144956640000002,male,11.0,mountain,23.0,,28.0,38.0,,21.6,mod. satisfied,,,,,
1149,1150,0.47149855479999997,male,17.0,mountain,85.0,9638.75,58.0,50.0,48.0,72.7,very satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1150,1151,1.885994219,male,9.0,mountain,58.0,70100.0,31.0,,32.0,23.0,very satisfied,disagree,agree,agree,agree,agree
1151,1152,0.9429971097,male,13.0,mountain,86.0,84120.0,47.0,48.0,60.0,57.8,,,,,,
1152,1153,1.4144956640000002,male,17.0,mountain,82.0,98140.0,67.0,28.0,38.0,86.1,,disagree,agree,disagree,disagree,agree
1153,1154,1.4144956640000002,male,12.0,mountain,50.0,16648.75,25.0,,46.0,12.6,mod. satisfied,disagree,agree,disagree,disagree,disagree
1154,1155,0.47149855479999997,male,13.0,mountain,55.0,70100.0,24.0,61.0,31.0,20.7,mod. satisfied,agree,strongly disagree,disagree,disagree,disagree
1155,1156,0.9429971097,female,16.0,mountain,41.0,70100.0,,25.0,46.0,,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,strongly disagree
1156,1157,0.47149855479999997,male,14.0,mountain,22.0,70100.0,34.0,33.0,50.0,17.0,mod. satisfied,,,,,
1157,1158,0.9429971097,male,14.0,mountain,28.0,84120.0,47.0,,49.0,57.8,very satisfied,agree,agree,disagree,agree,agree
1158,1159,0.47149855479999997,female,12.0,mountain,87.0,22782.5,31.0,24.0,24.0,37.6,,agree,strongly disagree,disagree,disagree,disagree
1159,1160,0.9429971097,male,16.0,mountain,64.0,84120.0,64.0,32.0,34.0,82.5,very satisfied,agree,strongly disagree,disagree,strongly disagree,agree
1160,1161,1.885994219,female,11.0,mountain,18.0,158201.8412,,46.0,39.0,,,agree,strongly disagree,disagree,disagree,disagree
1161,1162,0.9429971097,female,12.0,mountain,73.0,,47.0,35.0,46.0,38.8,,agree,disagree,disagree,disagree,agree
1162,1163,0.9429971097,female,13.0,mountain,68.0,,46.0,,38.0,52.0,,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1163,1164,1.4144956640000002,female,20.0,mountain,51.0,158201.8412,69.0,64.0,70.0,88.6,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1164,1165,0.9429971097,male,16.0,mountain,67.0,84120.0,43.0,47.0,,61.2,very satisfied,,,,,
1165,1166,1.4144956640000002,male,16.0,mountain,81.0,158201.8412,69.0,26.0,,91.1,,strongly agree,strongly disagree,disagree,disagree,disagree
1166,1167,1.885994219,male,16.0,mountain,70.0,158201.8412,41.0,31.0,44.0,52.1,,disagree,disagree,disagree,agree,disagree
1167,1168,0.9429971097,male,12.0,mountain,63.0,57832.5,49.0,,48.0,45.4,,disagree,agree,disagree,agree,agree
1168,1169,0.9429971097,female,12.0,e. nor. central,71.0,31545.0,38.0,,35.0,39.2,,,,,,
1169,1170,0.9429971097,male,16.0,e. nor. central,34.0,158201.8412,53.0,28.0,60.0,59.1,mod. satisfied,agree,disagree,disagree,disagree,agree
1170,1171,0.47149855479999997,male,16.0,e. nor. central,86.0,38555.0,51.0,33.0,32.0,78.3,very satisfied,agree,agree,disagree,disagree,agree
1171,1172,0.47149855479999997,female,12.0,e. nor. central,39.0,31545.0,32.0,32.0,,35.8,mod. satisfied,,disagree,disagree,,disagree
1172,1173,0.9429971097,male,12.0,e. nor. central,47.0,38555.0,25.0,,48.0,23.3,very satisfied,strongly agree,strongly disagree,disagree,disagree,agree
1173,1174,0.9429971097,female,18.0,e. nor. central,33.0,98140.0,64.0,38.0,,84.2,mod. satisfied,,,,,
1174,1175,0.9429971097,male,16.0,e. nor. central,31.0,26287.5,49.0,,,51.8,very satisfied,agree,strongly disagree,disagree,agree,neither agree nor disagree
1175,1176,0.9429971097,female,12.0,e. nor. central,57.0,158201.8412,36.0,,38.0,24.6,,agree,agree,disagree,disagree,disagree
1176,1177,0.9429971097,male,13.0,e. nor. central,35.0,47317.5,55.0,38.0,,37.2,mod. satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
1177,1178,0.9429971097,female,12.0,e. nor. central,65.0,47317.5,48.0,,62.0,57.5,,strongly agree,disagree,disagree,disagree,disagree
1178,1179,0.47149855479999997,male,12.0,e. nor. central,69.0,22782.5,40.0,40.0,45.0,38.3,,,,,,
1179,1180,0.47149855479999997,female,12.0,e. nor. central,59.0,2453.5,29.0,,,23.3,mod. satisfied,agree,disagree,disagree,agree,agree
1180,1181,0.9429971097,male,13.0,e. nor. central,35.0,98140.0,50.0,39.0,,32.6,mod. satisfied,,,,,
1181,1182,0.47149855479999997,male,13.0,e. nor. central,37.0,19277.5,25.0,37.0,32.0,23.3,a little dissat,disagree,agree,agree,agree,disagree
1182,1183,1.885994219,female,12.0,e. nor. central,51.0,158201.8412,72.0,47.0,31.0,77.4,very satisfied,,,,,
1183,1184,0.9429971097,male,10.0,e. nor. central,85.0,22782.5,,,,,,strongly disagree,agree,agree,disagree,strongly disagree
1184,1185,1.4144956640000002,female,16.0,e. nor. central,49.0,98140.0,50.0,56.0,72.0,57.4,very satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1185,1186,0.9429971097,female,16.0,e. nor. central,68.0,112160.0,64.0,61.0,43.0,84.2,,,,,,
1186,1187,0.9429971097,female,17.0,e. nor. central,70.0,158201.8412,64.0,,31.0,84.2,,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree
1187,1188,0.47149855479999997,male,12.0,e. nor. central,74.0,26287.5,32.0,,,28.7,,,,,,
1188,1189,0.9429971097,female,12.0,e. nor. central,68.0,57832.5,32.0,31.0,27.0,35.8,very satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
1189,1190,0.9429971097,female,16.0,e. nor. central,46.0,112160.0,47.0,,60.0,65.3,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,agree
1190,1191,1.4144956640000002,female,14.0,e. nor. central,51.0,112160.0,64.0,64.0,,84.2,very satisfied,,,,,
1191,1192,0.9429971097,male,12.0,e. nor. central,66.0,84120.0,35.0,,36.0,34.6,,strongly agree,agree,disagree,disagree,agree
1192,1193,0.9429971097,male,14.0,e. nor. central,43.0,158201.8412,49.0,,,56.9,very satisfied,agree,agree,disagree,agree,neither agree nor disagree
1193,1194,0.47149855479999997,female,11.0,e. nor. central,74.0,,31.0,,24.0,39.7,,,,,,
1194,1195,0.9429971097,male,18.0,e. nor. central,74.0,57832.5,53.0,61.0,39.0,69.3,,agree,disagree,disagree,agree,strongly agree
1195,1196,0.9429971097,male,12.0,e. nor. central,85.0,84120.0,60.0,,31.0,65.3,,,,,,
1196,1197,0.9429971097,male,16.0,e. nor. central,49.0,31545.0,46.0,,27.0,61.4,a little dissat,,,,,
1197,1198,1.4144956640000002,female,12.0,e. nor. central,46.0,,38.0,,65.0,39.2,mod. satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1198,1199,0.9429971097,female,17.0,e. nor. central,37.0,98140.0,64.0,49.0,61.0,82.5,very satisfied,,,,,
1199,1200,0.47149855479999997,female,11.0,mountain,41.0,11391.25,48.0,35.0,31.0,24.2,very satisfied,agree,strongly disagree,disagree,disagree,agree
1200,1201,0.9429971097,male,12.0,mountain,22.0,22782.5,37.0,53.0,41.0,18.6,mod. satisfied,,,,,
1201,1202,0.9429971097,female,16.0,mountain,43.0,22782.5,32.0,,74.0,35.8,very dissatisfied,agree,disagree,agree,agree,agree
1202,1203,0.9429971097,female,16.0,mountain,73.0,47317.5,61.0,,31.0,80.9,,,,,,
1203,1204,0.9429971097,female,16.0,mountain,34.0,31545.0,64.0,61.0,24.0,82.5,a little dissat,strongly disagree,disagree,disagree,agree,neither agree nor disagree
1204,1205,0.47149855479999997,male,14.0,mountain,87.0,9638.75,35.0,,31.0,32.0,,,,,,
1205,1206,0.9429971097,female,18.0,mountain,32.0,22782.5,51.0,,63.0,63.7,mod. satisfied,agree,strongly disagree,disagree,disagree,agree
1206,1207,0.9429971097,female,14.0,mountain,31.0,22782.5,35.0,39.0,44.0,34.6,a little dissat,,,,,
1207,1208,0.9429971097,male,12.0,mountain,33.0,1402.0,24.0,,42.0,20.7,,disagree,strongly disagree,disagree,disagree,agree
1208,1209,0.47149855479999997,male,12.0,mountain,69.0,7886.25,35.0,,35.0,32.0,,agree,agree,disagree,disagree,agree
1209,1210,0.47149855479999997,male,12.0,mountain,77.0,9638.75,39.0,31.0,,67.7,,,,,,
1210,1211,0.47149855479999997,male,13.0,mountain,52.0,350.5,37.0,28.0,,18.6,very satisfied,disagree,agree,,agree,strongly agree
1211,1212,0.47149855479999997,male,15.0,mountain,37.0,57832.5,61.0,38.0,35.0,74.8,very satisfied,agree,strongly disagree,disagree,disagree,neither agree nor disagree
1212,1213,0.47149855479999997,male,12.0,mountain,52.0,19277.5,37.0,28.0,,18.6,mod. satisfied,agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1213,1214,0.47149855479999997,female,16.0,mountain,38.0,70100.0,38.0,53.0,49.0,43.0,mod. satisfied,,,,,
1214,1215,0.9429971097,male,11.0,mountain,55.0,2453.5,45.0,,25.0,31.2,a little dissat,,,,,
1215,1216,0.9429971097,female,13.0,mountain,75.0,26287.5,37.0,28.0,44.0,32.6,mod. satisfied,strongly agree,,disagree,disagree,strongly agree
1216,1217,0.9429971097,female,14.0,mountain,50.0,38555.0,25.0,48.0,,23.8,very satisfied,disagree,disagree,,agree,agree
1217,1218,0.9429971097,female,12.0,mountain,25.0,31545.0,51.0,45.0,18.0,41.1,very satisfied,,,,,
1218,1219,0.9429971097,male,12.0,mountain,28.0,38555.0,28.0,,59.0,22.9,very satisfied,,,,,
1219,1220,0.47149855479999997,male,16.0,mountain,76.0,3855.5,51.0,28.0,42.0,58.1,,,,,,
1220,1221,2.35896796,male,16.0,mountain,52.0,158201.8412,58.0,47.0,31.0,81.9,very satisfied,agree,agree,agree,agree,agree
1221,1222,1.4144956640000002,male,12.0,e. sou. central,22.0,47317.5,45.0,53.0,46.0,31.2,mod. satisfied,,,,,
1222,1223,0.9429971097,male,11.0,e. sou. central,57.0,31545.0,50.0,47.0,35.0,68.6,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
1223,1224,0.47149855479999997,female,8.0,e. sou. central,84.0,14896.25,42.0,,,26.5,,agree,disagree,disagree,disagree,neither agree nor disagree
1224,1225,0.9429971097,female,14.0,e. sou. central,63.0,84120.0,36.0,35.0,43.0,44.6,very satisfied,,,,,
1225,1226,0.47149855479999997,female,20.0,e. sou. central,58.0,70100.0,50.0,64.0,,68.6,very satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1226,1227,0.9429971097,female,11.0,e. sou. central,43.0,57832.5,48.0,46.0,50.0,28.6,very satisfied,,,,,
1227,1228,1.4144956640000002,female,13.0,e. sou. central,25.0,22782.5,74.0,61.0,36.0,84.5,very satisfied,agree,disagree,disagree,strongly disagree,neither agree nor disagree
1228,1229,0.9429971097,male,10.0,e. sou. central,39.0,22782.5,28.0,25.0,,25.2,very satisfied,,,,,
1229,1230,1.4144956640000002,female,15.0,e. sou. central,31.0,26287.5,64.0,,38.0,84.2,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1230,1231,0.47149855479999997,female,12.0,e. sou. central,39.0,26287.5,39.0,17.0,63.0,67.7,mod. satisfied,agree,agree,disagree,agree,neither agree nor disagree
1231,1232,0.47149855479999997,female,12.0,e. sou. central,34.0,26287.5,47.0,25.0,26.0,69.4,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1232,1233,0.9429971097,male,14.0,e. sou. central,27.0,38555.0,24.0,21.0,,20.7,mod. satisfied,agree,disagree,disagree,disagree,agree
1233,1234,1.4144956640000002,male,16.0,e. sou. central,35.0,31545.0,31.0,51.0,49.0,19.6,a little dissat,agree,disagree,disagree,agree,disagree
1234,1235,0.47149855479999997,female,17.0,e. sou. central,24.0,31545.0,31.0,43.0,39.0,39.7,very satisfied,,,,,
1235,1236,1.17948398,male,16.0,e. sou. central,48.0,47317.5,65.0,53.0,,86.7,mod. satisfied,strongly disagree,strongly disagree,disagree,agree,agree
1236,1237,2.35896796,male,14.0,e. sou. central,21.0,112160.0,29.0,45.0,47.0,39.9,very satisfied,agree,disagree,disagree,disagree,strongly agree
1237,1238,0.9429971097,male,15.0,e. sou. central,30.0,38555.0,44.0,64.0,50.0,52.5,mod. satisfied,,,,,
1238,1239,0.47149855479999997,male,15.0,e. sou. central,36.0,84120.0,31.0,80.0,26.0,31.3,very satisfied,agree,disagree,disagree,disagree,disagree
1239,1240,0.47149855479999997,male,12.0,e. sou. central,52.0,9638.75,20.0,,50.0,10.6,,agree,agree,,disagree,agree
1240,1241,0.9429971097,male,17.0,e. sou. central,36.0,158201.8412,72.0,,38.0,77.4,mod. satisfied,agree,disagree,disagree,strongly disagree,neither agree nor disagree
1241,1242,0.47149855479999997,female,18.0,e. sou. central,80.0,84120.0,74.0,,53.0,84.5,,disagree,disagree,agree,disagree,agree
1242,1243,0.47149855479999997,female,16.0,e. sou. central,27.0,22782.5,37.0,,72.0,32.6,mod. satisfied,,,,,
1243,1244,1.4144956640000002,female,18.0,e. sou. central,24.0,16648.75,35.0,53.0,,21.8,mod. satisfied,disagree,strongly disagree,disagree,agree,disagree
1244,1245,1.4144956640000002,female,12.0,new england,44.0,47317.5,47.0,47.0,35.0,38.8,very satisfied,strongly agree,disagree,disagree,disagree,agree
1245,1246,2.35896796,male,11.0,new england,89.0,16648.75,44.0,35.0,50.0,25.1,,agree,agree,disagree,agree,agree
1246,1247,1.4144956640000002,male,13.0,new england,22.0,47317.5,31.0,54.0,28.0,39.7,very satisfied,,,,,
1247,1248,1.4144956640000002,male,12.0,new england,48.0,38555.0,39.0,33.0,31.0,38.1,very dissatisfied,disagree,disagree,agree,disagree,strongly agree
1248,1249,0.47149855479999997,female,9.0,new england,33.0,14896.25,47.0,35.0,45.0,65.3,very satisfied,,,,,
1249,1250,0.47149855479999997,female,12.0,new england,59.0,6309.0,24.0,,27.0,17.1,very satisfied,disagree,strongly agree,disagree,strongly agree,strongly agree
1250,1251,0.47149855479999997,male,13.0,new england,43.0,31545.0,35.0,47.0,,32.0,very dissatisfied,strongly agree,disagree,disagree,disagree,agree
1251,1252,1.885994219,female,12.0,new england,32.0,,22.0,,42.0,17.5,very satisfied,,,,,
1252,1253,1.17948398,female,16.0,new england,62.0,,60.0,,70.0,41.4,,agree,strongly disagree,disagree,disagree,neither agree nor disagree
1253,1254,0.9429971097,female,12.0,new england,53.0,70100.0,17.0,,45.0,45.3,mod. satisfied,disagree,disagree,disagree,disagree,agree
1254,1255,0.47149855479999997,female,13.0,new england,59.0,47317.5,64.0,,70.0,84.2,very satisfied,strongly agree,agree,disagree,disagree,disagree
1255,1256,1.4144956640000002,male,12.0,new england,47.0,84120.0,28.0,,49.0,25.2,very satisfied,strongly agree,strongly disagree,disagree,agree,disagree
1256,1257,1.885994219,female,12.0,new england,18.0,31545.0,,48.0,31.0,,,agree,disagree,disagree,disagree,agree
1257,1258,0.47149855479999997,male,12.0,new england,64.0,31545.0,35.0,33.0,28.0,31.6,very satisfied,strongly disagree,strongly agree,disagree,strongly agree,strongly agree
1258,1259,3.53845194,male,12.0,new england,22.0,,33.0,32.0,,13.6,very satisfied,,,,,
1259,1260,0.9429971097,female,16.0,new england,37.0,112160.0,68.0,37.0,50.0,89.9,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,neither agree nor disagree
1260,1261,0.47149855479999997,female,16.0,new england,31.0,38555.0,48.0,48.0,73.0,57.5,mod. satisfied,agree,disagree,disagree,disagree,disagree
1261,1262,0.47149855479999997,female,14.0,new england,72.0,19277.5,48.0,64.0,24.0,24.2,,disagree,agree,agree,agree,strongly agree
1262,1263,0.9429971097,female,16.0,new england,32.0,47317.5,71.0,,72.0,88.7,mod. satisfied,,,,,
1263,1264,0.9429971097,male,16.0,new england,69.0,57832.5,46.0,64.0,38.0,59.8,,,,,,
1264,1265,0.47149855479999997,female,16.0,new england,32.0,70100.0,39.0,33.0,39.0,67.7,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1265,1266,0.9429971097,male,16.0,new england,32.0,31545.0,38.0,50.0,62.0,39.2,a little dissat,agree,disagree,disagree,disagree,agree
1266,1267,0.47149855479999997,female,15.0,new england,60.0,26287.5,47.0,47.0,43.0,38.8,a little dissat,strongly agree,disagree,disagree,disagree,agree
1267,1268,0.47149855479999997,male,5.0,middle atlantic,70.0,9638.75,32.0,,46.0,13.2,,disagree,strongly agree,disagree,agree,agree
1268,1269,0.47149855479999997,female,14.0,middle atlantic,41.0,31545.0,31.0,38.0,,19.6,very satisfied,agree,disagree,disagree,disagree,agree
1269,1270,0.9429971097,female,17.0,middle atlantic,35.0,7886.25,74.0,69.0,,84.5,a little dissat,agree,strongly disagree,disagree,disagree,neither agree nor disagree
1270,1271,0.47149855479999997,female,14.0,middle atlantic,77.0,350.5,47.0,,49.0,38.8,,strongly agree,agree,disagree,strongly disagree,disagree
1271,1272,0.47149855479999997,male,10.0,middle atlantic,57.0,13143.75,28.0,48.0,44.0,25.2,very satisfied,,,,,
1272,1273,0.9429971097,male,15.0,middle atlantic,26.0,7886.25,38.0,47.0,35.0,59.1,a little dissat,,,,,
1273,1274,0.47149855479999997,male,12.0,middle atlantic,56.0,16648.75,40.0,31.0,39.0,38.3,a little dissat,disagree,disagree,disagree,disagree,agree
1274,1275,0.47149855479999997,male,16.0,middle atlantic,24.0,38555.0,51.0,48.0,49.0,63.7,mod. satisfied,,disagree,disagree,,agree
1275,1276,0.47149855479999997,female,11.0,middle atlantic,56.0,6309.0,48.0,35.0,,24.2,very satisfied,strongly agree,disagree,disagree,disagree,disagree
1276,1277,0.47149855479999997,female,3.0,middle atlantic,39.0,16648.75,22.0,,46.0,14.8,mod. satisfied,strongly agree,agree,disagree,disagree,disagree
1277,1278,0.9429971097,female,20.0,middle atlantic,30.0,31545.0,74.0,74.0,80.0,84.5,,,,,,
1278,1279,0.9429971097,female,16.0,middle atlantic,26.0,11391.25,25.0,38.0,31.0,23.8,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1279,1280,0.9429971097,female,12.0,middle atlantic,31.0,3154.5,25.0,,25.0,12.6,mod. satisfied,disagree,disagree,,agree,strongly agree
1280,1281,2.35896796,female,16.0,middle atlantic,36.0,84120.0,65.0,,42.0,87.3,very satisfied,,,,,
1281,1282,0.9429971097,male,16.0,middle atlantic,69.0,84120.0,60.0,,45.0,65.3,very satisfied,agree,disagree,disagree,disagree,disagree
1282,1283,0.9429971097,female,16.0,middle atlantic,39.0,84120.0,49.0,61.0,68.0,56.9,very satisfied,agree,strongly disagree,disagree,strongly disagree,disagree
1283,1284,0.9429971097,male,11.0,middle atlantic,53.0,47317.5,35.0,47.0,35.0,31.6,very satisfied,agree,disagree,disagree,strongly agree,strongly agree
1284,1285,0.47149855479999997,male,12.0,middle atlantic,55.0,38555.0,28.0,,39.0,25.2,very satisfied,,,,,
1285,1286,1.4144956640000002,female,9.0,middle atlantic,50.0,2453.5,30.0,,40.0,24.1,very dissatisfied,agree,disagree,disagree,disagree,strongly agree
1286,1287,0.9429971097,male,18.0,middle atlantic,31.0,47317.5,65.0,53.0,54.0,86.7,mod. satisfied,,,,,
1287,1288,0.47149855479999997,female,17.0,middle atlantic,70.0,31545.0,61.0,,29.0,80.9,,agree,disagree,disagree,disagree,agree
1288,1289,0.47149855479999997,female,14.0,middle atlantic,68.0,158201.8412,50.0,,31.0,32.6,very satisfied,,,,,
1289,1290,0.9429971097,male,15.0,middle atlantic,73.0,158201.8412,74.0,,27.0,84.5,very satisfied,agree,disagree,disagree,disagree,
1290,1291,1.17948398,female,20.0,middle atlantic,60.0,38555.0,38.0,,69.0,25.7,very satisfied,,,,,
1291,1292,0.9429971097,male,12.0,middle atlantic,30.0,31545.0,28.0,28.0,45.0,25.2,very satisfied,,,,,
1292,1293,0.9429971097,female,14.0,middle atlantic,60.0,70100.0,32.0,,33.0,35.8,mod. satisfied,agree,strongly disagree,disagree,strongly disagree,agree
1293,1294,1.17948398,male,12.0,middle atlantic,61.0,31545.0,29.0,33.0,44.0,29.5,very dissatisfied,,,,,
1294,1295,0.5947257251,female,11.0,middle atlantic,69.0,7886.25,25.0,,38.0,12.6,very satisfied,agree,disagree,,agree,
1295,1296,0.47149855479999997,male,9.0,middle atlantic,41.0,1402.0,49.0,,,51.8,a little dissat,agree,disagree,agree,disagree,disagree
1296,1297,0.47149855479999997,male,14.0,middle atlantic,64.0,7886.25,48.0,74.0,,51.5,,,,,,
1297,1298,0.9429971097,female,12.0,middle atlantic,63.0,22782.5,35.0,,35.0,26.8,,agree,disagree,disagree,disagree,disagree
1298,1299,0.9429971097,male,11.0,middle atlantic,22.0,2453.5,49.0,35.0,,45.4,very satisfied,,,,,
1299,1300,0.9429971097,female,12.0,middle atlantic,33.0,350.5,,,,,very dissatisfied,agree,strongly disagree,agree,strongly disagree,disagree
1300,1301,0.47149855479999997,male,16.0,middle atlantic,56.0,57832.5,72.0,,49.0,77.4,mod. satisfied,,,,,
